no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
3,1,1,8500000.0,30300000.0,12,762.0,12700000.0,3700000.0,20000000.0,4200000.0,0
1,0,0,4400000.0,10700000.0,18,468.5018371323309,2200000.0,3300000.0,12700000.0,5400000.0,1
4,1,0,5007991.523799848,1800000.0,20,777.0,900000.0,300000.0,11051571.546198092,3358958.025158498,0
0,0,0,8300000.0,21400000.0,2,662.0,6100000.0,12300000.0,24500000.0,10200000.0,0
2,1,1,6000000.0,13000000.0,12,462.0,2100000.0,2500000.0,14600000.0,5600000.0,1
3,1,1,4000000.0,10400000.0,14,609.0,2100000.0,6900000.0,11700000.0,4600000.0,0
5,0,1,4400000.0,11700000.0,20,590.0,900000.0,2700000.0,15500000.0,2300000.0,0
3,0,1,4400000.0,15800000.0,18,779.0,7200000.0,5400000.0,14900000.0,3600000.0,0
2,0,1,1900000.0,5000000.0,14,641.0,1000000.0,900000.0,5500000.0,2400000.0,0
0,0,1,5000000.0,18400000.0,12,752.0,14600000.0,4000000.0,10500000.0,6500000.0,0
0,0,0,8000000.0,23700000.0,10,438.7793241573329,10729710.054228555,11600000.0,17200000.0,7363071.681607392,1
4,1,0,8200000.0,20700000.0,10,546.0,10800000.0,7000000.0,25000000.0,10600000.0,1
2,0,0,7000000.0,24200000.0,8,833.0,13700000.0,4100000.0,26100000.0,9100000.0,0
2,1,0,2400000.0,8800000.0,18,421.0,3200000.0,1500000.0,6700000.0,1400000.0,1
5,0,0,6600000.0,18800000.0,4,639.0,3200000.0,1100000.0,25100000.0,4300000.0,0
3,0,0,3200000.0,6900000.0,20,735.0,1500000.0,3700000.0,9200000.0,3100000.0,0
0,1,1,2600000.0,5400000.0,2,377.0,3771429.613969879,4900000.0,6100000.0,2700000.0,1
3,1,0,6900000.0,15600000.0,20,481.34412781740235,4500000.0,3600000.0,20400000.0,4800000.0,1
4,0,0,4800000.0,14000000.0,2,695.0,11300000.0,1700000.0,15400000.0,4600000.0,0
1,1,1,4975944.346292176,15101740.418635346,4,355.0,700000.0,300000.0,14198306.744347248,4407440.914582086,0
1,1,1,4300000.0,14100000.0,12,525.0,2100000.0,1100000.0,14100000.0,5500000.0,1
5,1,0,700000.0,2400000.0,20,330.0,1300000.0,700000.0,2500000.0,500000.0,1
5,0,0,9400000.0,25800000.0,14,625.0,12177436.868050352,8220806.99033159,30800000.0,11100000.0,0
3,1,1,800000.0,2900000.0,10,644.0,600000.0,500000.0,2900000.0,985325.8100473888,0
5,1,0,4400000.0,14900000.0,4,865.0,8200000.0,6200000.0,14900000.0,3500000.0,0
1,0,1,4700000.0,14800000.0,6,661.0,8500000.0,6000000.0,13600000.0,6400000.0,0
2,1,0,2300000.0,5000000.0,8,694.269241735243,1400000.0,1700000.0,6100000.0,1500000.0,0
5,0,1,8500000.0,26700000.0,10,803.0,500000.0,6796147.101884918,24400000.0,9600000.0,0
2,0,0,7600000.0,28300000.0,12,800.0,19700000.0,8049020.887652531,15600000.0,7800000.0,0
2,0,0,3200000.0,12600000.0,18,796.0,6200000.0,3500000.0,9600000.0,2000000.0,0
4,1,0,2400000.0,5000000.0,4,716.0,1500000.0,2800000.0,6900000.0,1400000.0,0
0,0,1,5048301.669455166,14939596.15038168,18,479.0,1500000.0,500000.0,14638810.237452228,600000.0,1
3,1,1,8500000.0,28300000.0,2,810.0,11523805.456581611,4300000.0,18500000.0,10700000.0,0
0,0,1,8900000.0,20900000.0,18,568.0,18800000.0,700000.0,24476488.131367803,5300000.0,0
0,0,0,2800000.0,5600000.0,8,842.0,3745694.6259065927,1300000.0,6100000.0,1900000.0,0
3,1,1,2900000.0,7000000.0,4,806.0,5700000.0,5600000.0,5900000.0,3000000.0,0
1,0,1,4900000.0,17700000.0,8,722.0,9200000.0,7300000.0,16400000.0,3000000.0,0
5,1,0,5057387.8259812975,20700000.0,14,442.0,7865032.107675219,9800000.0,17029814.371353887,8200000.0,1
3,0,1,3300000.0,9800000.0,6,360.0,4500000.0,600000.0,11000000.0,4400000.0,1
3,1,0,2800000.0,5900000.0,4,461.0,1600000.0,400000.0,8900000.0,2800000.0,1
2,0,0,7800000.0,22200000.0,10,735.0,9700000.0,4600000.0,23000000.0,6900000.0,0
4,0,1,2500000.0,8400000.0,12,761.0,6300000.0,1300000.0,8400000.0,1600000.0,0
0,0,0,4400000.0,10600000.0,20,653.0,6800000.0,4600000.0,16800000.0,5400000.0,0
0,1,0,7900000.0,30800000.0,4,726.0,5000000.0,7436256.702403346,23800000.0,5500000.0,0
1,0,0,8900000.0,22600000.0,18,617.0,8400000.0,7455821.548516501,27900000.0,8101738.793638878,0
0,0,0,5600000.0,13400000.0,2,460.0,3400000.0,4100000.0,14800000.0,4100000.0,1
1,1,0,1400000.0,3300000.0,8,439.8451031611871,3200000.0,800000.0,2700000.0,800000.0,1
5,0,1,5089992.465699345,14882118.605208004,4,471.0,500000.0,4032610.8686388293,15104046.913779961,4866372.235657707,1
1,0,1,5100000.0,15300000.0,4,628.0,6900000.0,3300000.0,17600000.0,2700000.0,0
3,0,0,5084887.969043919,25600000.0,10,404.0,8682275.823226891,6700000.0,18056894.81662645,6020962.831459617,1
2,0,1,8600000.0,21600000.0,16,804.0,15400000.0,300000.0,26800000.0,7100000.0,0
3,1,0,1600000.0,3900000.0,20,804.0,900000.0,2500000.0,3200000.0,800000.0,0
1,1,1,2500000.0,6700000.0,2,502.0,3400000.0,2600000.0,9400000.0,1400000.0,1
0,0,0,5021765.7777175,22600000.0,6,861.0,7819789.744874369,13200000.0,29000000.0,5600000.0,0
2,1,1,3000000.0,7800000.0,14,555.0,6600000.0,2700000.0,9600000.0,1700000.0,0
0,1,0,5100000.0,13600000.0,18,351.0,1700000.0,3700000.0,14400000.0,7600000.0,1
2,1,1,7600000.0,23600000.0,6,358.0,20200000.0,2900000.0,22100000.0,10900000.0,1
5,0,0,8800000.0,18800000.0,14,836.0,17300000.0,10100000.0,24643367.31174335,5400000.0,0
4,1,1,1100000.0,2900000.0,4,554.0,2800000.0,1000000.0,4100000.0,1600000.0,0
3,0,0,8700000.0,30500000.0,2,443.0,11800000.0,1800000.0,24600000.0,8100000.0,0
5,1,0,6100000.0,23600000.0,4,725.0,17400000.0,5100000.0,15600000.0,4800000.0,0
2,1,1,1900000.0,7000000.0,14,818.0,4800000.0,3500000.0,4500000.0,2100000.0,0
1,1,0,4987213.559995683,15189284.396669416,6,670.0,19400000.0,12600000.0,16207733.589157635,6500000.0,0
0,0,0,5800000.0,21100000.0,6,414.0,7900000.0,2400000.0,16000000.0,5600000.0,1
2,1,1,4982996.420951373,15141205.04498121,8,683.9297356756763,6847894.88930119,4659541.779631012,19200000.0,5073391.527779841,0
3,0,1,7900000.0,26600000.0,12,409.0,17100000.0,1400000.0,22500000.0,8700000.0,1
1,1,1,1300000.0,4500000.0,14,679.0,2700000.0,2100000.0,3700000.0,1600000.0,0
4,0,1,700000.0,2600000.0,18,478.0,600000.0,600000.0,2100000.0,1016413.4951544602,1
3,0,0,600000.0,2522981.136316048,2,752.0,1100000.0,500000.0,2300000.0,700000.0,0
0,0,0,9400000.0,27571164.840966374,4,616.0,15400000.0,5000000.0,25100000.0,7800000.0,0
2,1,1,3800000.0,12500000.0,14,842.0,3700000.0,6700000.0,14600000.0,5300000.0,0
3,0,1,7800000.0,26300000.0,20,840.0,1200000.0,11300000.0,24100000.0,5300000.0,0
3,0,1,7800000.0,27700000.0,6,430.0,2000000.0,8000000.0,26100000.0,5300000.0,1
4,1,0,2700000.0,7000000.0,4,351.0,1100000.0,2300000.0,8300000.0,2700000.0,1
5,1,0,600000.0,2300000.0,4,347.0,1823523.8507532023,1127014.2477705157,1900000.0,810716.9055507164,1
3,1,1,8000000.0,28800000.0,10,576.0,18800000.0,7500000.0,16300000.0,7675000.050892495,0
0,1,1,4000000.0,11000000.0,8,799.0,4400000.0,6100000.0,14700000.0,4200000.0,0
1,1,1,3300000.0,10800000.0,2,550.0,6000000.0,3800000.0,11000000.0,4700000.0,0
2,0,0,5800000.0,13300000.0,4,685.4271361355709,8400000.0,5400000.0,18600000.0,4500000.0,0
3,0,1,2400000.0,4800000.0,12,701.5040216901498,6800000.0,300000.0,7300000.0,3300000.0,0
4,1,0,7600000.0,29700000.0,6,603.0,3200000.0,2900000.0,27800000.0,11000000.0,0
2,1,1,2500000.0,6900000.0,12,446.1161225703246,5800000.0,1600000.0,6400000.0,3600000.0,1
2,0,0,3300000.0,11800000.0,4,393.0,5700000.0,3700000.0,6800000.0,2600000.0,0
3,0,0,5045948.083082476,30300000.0,2,612.0,10700000.0,4600000.0,18683680.595621448,5600000.0,0
0,0,1,1000000.0,3800000.0,8,553.0,2500000.0,1000000.0,2100000.0,1300000.0,0
0,1,1,2500000.0,8800000.0,14,389.0,7300000.0,1400000.0,8500000.0,3600000.0,1
0,0,0,1900000.0,6800000.0,4,782.0,3191498.147591868,3400000.0,4900000.0,2400000.0,0
3,0,0,3100000.0,8500000.0,12,493.0,8700000.0,5100000.0,12000000.0,2000000.0,1
5,0,1,6000000.0,11900000.0,2,629.0,2500000.0,4553563.007662547,19200000.0,4200000.0,0
5,1,0,6500000.0,21600000.0,10,419.0,1600000.0,10900000.0,22300000.0,6600000.0,1
2,1,1,5900000.0,15800000.0,2,444.0,14300000.0,4300000.0,20300000.0,5500000.0,1
5,1,1,6500000.0,15800000.0,16,463.6809424793784,9200000.0,9900000.0,17400000.0,7100000.0,1
0,0,1,3800000.0,11200000.0,20,479.0,1100000.0,6400000.0,12000000.0,5400000.0,1
3,1,1,3000000.0,11400000.0,10,424.0,1800000.0,4200000.0,10900000.0,1500000.0,1
0,0,0,4300000.0,16900000.0,18,469.0,6699246.246352279,5800000.0,12000000.0,6200000.0,1
4,1,1,3500000.0,8300000.0,2,674.5466604427361,7900000.0,5500000.0,12600000.0,1800000.0,0
3,1,0,5044040.197009752,14948484.168819921,2,477.0,700000.0,200000.0,14360099.219966589,4545801.474699136,1
3,1,1,600000.0,2399338.627609402,16,509.0,600000.0,300000.0,2400000.0,900000.0,1
0,0,1,800000.0,3105686.6604546197,4,752.0,2300000.0,1100000.0,3200000.0,1082913.6405771032,0
0,1,1,5600000.0,19100000.0,14,694.4631553136786,16700000.0,4700000.0,15100000.0,7700000.0,0
2,1,1,1800000.0,3600000.0,4,343.0,3400000.0,1100000.0,6200000.0,1500000.0,1
0,0,0,6800000.0,20800000.0,20,819.0,16500000.0,11900000.0,26700000.0,8000000.0,0
2,0,1,4200000.0,16800000.0,2,433.0,3300000.0,3999711.4946112544,14100000.0,3700000.0,0
1,1,1,4975566.086118753,15116728.693747288,6,768.0,300000.0,4203388.511236556,14518138.759968393,4684049.718250693,0
2,0,1,8500000.0,24966163.270801224,6,714.0,17000000.0,900000.0,26600000.0,5600000.0,0
2,1,1,2800000.0,10100000.0,16,531.0,2900000.0,2900000.0,7200000.0,4100000.0,1
0,0,1,3600000.0,8600000.0,6,529.0,3500000.0,3300000.0,11300000.0,5200000.0,1
1,1,0,6200000.0,19500000.0,20,448.0,3300000.0,7100000.0,22400000.0,8000000.0,1
1,0,0,2700000.0,10000000.0,2,584.0,6500000.0,2700000.0,7700000.0,3400000.0,0
1,0,0,6800000.0,22900000.0,4,501.0,3900000.0,9400000.0,17300000.0,4400000.0,0
2,1,0,6300000.0,24500000.0,18,848.0,10200000.0,3500000.0,18200000.0,8200000.0,0
4,1,0,8800000.0,19100000.0,6,586.0,17600000.0,8800000.0,20600000.0,7511296.9639567,0
1,0,0,5900000.0,13000000.0,2,386.0,16300000.0,5000000.0,12000000.0,3800000.0,1
5,1,1,5044983.83175752,15014810.81903728,18,460.93492667704515,6700000.0,4900000.0,15203904.025298228,6200000.0,1
2,0,0,3300000.0,8300000.0,6,653.0,4700000.0,3100000.0,8300000.0,4600000.0,0
4,0,1,5080292.569826185,14947571.904645724,14,448.0,700000.0,4011995.063981806,15085847.59179054,4878500.582563995,1
1,1,1,4800000.0,11600000.0,16,696.0,1400000.0,9400000.0,11800000.0,6500000.0,0
1,0,0,7500000.0,28300000.0,16,707.0,9700000.0,1100000.0,16300000.0,6700000.0,0
2,1,0,8600000.0,21700000.0,4,429.0,5500000.0,10800000.0,30900000.0,6000000.0,1
4,1,0,8900000.0,21100000.0,6,631.0,4200000.0,200000.0,25800000.0,6200000.0,0
5,1,1,5007178.726316349,29600000.0,4,446.0,8996436.220731422,3500000.0,18219959.57481311,6119296.725275623,0
0,0,1,7700000.0,18100000.0,18,705.0,6100000.0,5100000.0,23800000.0,6300000.0,0
3,1,1,7000000.0,15200000.0,2,709.0,10300000.0,12500000.0,20700000.0,4000000.0,0
4,1,1,7800000.0,19500000.0,14,739.0,1900000.0,9000000.0,20400000.0,4400000.0,0
3,0,0,5100000.0,11000000.0,6,336.0,6839896.357969828,5800000.0,11600000.0,7500000.0,1
4,0,0,9400000.0,27520404.22778496,4,675.4722085581652,18200000.0,4000000.0,22000000.0,10200000.0,0
4,1,1,600000.0,2100000.0,6,558.0,1300000.0,1000000.0,2200000.0,795120.0966350988,0
3,0,0,5100000.0,13300000.0,4,589.0,11200000.0,2700000.0,20200000.0,6100000.0,0
2,0,1,3800000.0,14400000.0,2,407.1643822094393,2300000.0,1400000.0,7600000.0,2400000.0,1
2,1,1,5300000.0,21200000.0,14,516.0,2200000.0,5000000.0,20900000.0,7700000.0,1
5,1,0,1100000.0,3600000.0,12,448.9713449832308,1300000.0,700000.0,3100000.0,1400000.0,1
3,1,0,6400000.0,14400000.0,10,546.0,10600000.0,10000000.0,21200000.0,5100000.0,1
0,1,1,5100000.0,14500000.0,14,559.0,11000000.0,1100000.0,12300000.0,6000000.0,0
3,0,1,5300000.0,16900000.0,2,350.0,15800000.0,3100000.0,14300000.0,6800000.0,0
1,0,0,6700000.0,18700000.0,8,583.0,9300000.0,4100000.0,17100000.0,6900000.0,0
2,1,0,4000000.0,9400000.0,8,695.1790647485977,4400000.0,3700000.0,10200000.0,4800000.0,0
2,1,1,3900000.0,11600000.0,8,808.0,5800000.0,3100000.0,12900000.0,5000000.0,0
1,0,1,1600000.0,4900000.0,16,487.0,4300000.0,1100000.0,3900000.0,2000000.0,1
3,0,0,2700000.0,7800000.0,14,705.3303523075534,5400000.0,5300000.0,5700000.0,2100000.0,0
3,0,0,1400000.0,3800000.0,8,840.0,1700000.0,200000.0,5300000.0,1500000.0,0
4,1,1,8000000.0,19200000.0,18,682.0,2500000.0,8900000.0,19000000.0,5300000.0,0
3,0,1,8200000.0,28900000.0,10,668.0,11581755.26167338,4500000.0,28700000.0,10900000.0,0
5,0,1,4800000.0,10300000.0,8,781.0,4800000.0,6800000.0,11100000.0,4300000.0,0
4,0,0,8100000.0,19000000.0,6,375.0,4100000.0,6371893.510887727,19100000.0,6879702.932149207,1
4,1,0,5900000.0,14900000.0,14,857.0,2600000.0,9500000.0,16000000.0,3500000.0,0
5,0,1,8100000.0,23791999.600796275,6,823.0,18200000.0,1800000.0,24100000.0,6500000.0,0
0,0,0,1400000.0,5000000.0,8,686.0,1800000.0,1900000.0,3200000.0,1500000.0,0
1,0,0,1600000.0,6300000.0,2,721.0,3000000.0,600000.0,5200000.0,900000.0,0
4,0,0,4600000.0,9400000.0,18,545.0,800000.0,2400000.0,11500000.0,6300000.0,1
1,1,0,2900000.0,8900000.0,6,523.0,900000.0,5600000.0,9700000.0,1800000.0,1
2,0,1,8600000.0,24900000.0,20,607.0,13600000.0,7600000.0,25301761.539604552,5400000.0,0
4,1,0,3800000.0,14900000.0,20,428.0,6500000.0,3500000.0,12200000.0,2500000.0,1
0,1,0,8200000.0,20300000.0,4,666.0,13100000.0,10200000.0,25900000.0,7800000.0,0
3,0,0,3200000.0,10100000.0,20,704.0,3400000.0,4800000.0,9000000.0,3900000.0,0
0,1,1,8100000.0,23800000.0,10,794.0,5400000.0,6846378.092835883,20700000.0,8800000.0,0
1,0,1,5057245.04498148,23300000.0,12,430.0,3200000.0,12600000.0,30500000.0,6697768.63415523,1
0,1,0,4976757.143775675,15284714.246331014,20,615.0,500000.0,200000.0,14036563.157499563,4463265.531797367,0
0,1,0,6600000.0,14100000.0,20,360.0,6800000.0,5100000.0,25400000.0,7800000.0,1
0,1,0,9100000.0,18300000.0,14,458.0,6100000.0,9200000.0,24684443.806799125,10000000.0,1
2,1,0,5500000.0,20400000.0,12,689.136463181342,8800000.0,9400000.0,12300000.0,3300000.0,0
4,1,0,7200000.0,27400000.0,8,735.0,14100000.0,7449063.60645091,19400000.0,9500000.0,0
1,1,0,2400000.0,5600000.0,16,379.0,3700000.0,600000.0,7200000.0,3400000.0,1
4,0,0,5090805.263182844,25500000.0,20,544.0,4000000.0,11400000.0,23800000.0,11100000.0,1
1,0,1,5800000.0,16700000.0,12,721.0,1100000.0,9700000.0,17200000.0,7500000.0,0
4,1,0,2300000.0,6000000.0,8,676.0,6000000.0,400000.0,4800000.0,2200000.0,0
1,1,0,4987591.820169106,15174296.121557474,4,342.0,800000.0,4397480.383331902,14611509.290838515,4534520.213299683,0
0,1,0,4977513.664122523,27000000.0,16,566.0,3500000.0,5440350.10083117,17409239.049181886,5786174.865359454,0
2,1,0,3500000.0,14000000.0,2,355.0,8700000.0,1600000.0,11800000.0,2900000.0,0
2,0,0,4800000.0,18500000.0,20,605.0,5700000.0,5500000.0,14700000.0,5800000.0,0
2,1,0,1600000.0,5200000.0,16,525.0,300000.0,2900000.0,5600000.0,1600000.0,1
5,0,1,800000.0,2500000.0,12,403.0,500000.0,832874.7389119967,3200000.0,800000.0,1
1,0,1,9000000.0,26495345.669637106,18,727.0,18800000.0,10500000.0,28100000.0,5300000.0,0
1,0,0,8300000.0,28900000.0,12,529.0,18300000.0,3900000.0,25490069.782819346,5800000.0,1
4,0,0,2800000.0,6100000.0,18,415.0,2200000.0,4200000.0,8400000.0,2000000.0,1
1,0,1,6400000.0,17300000.0,10,692.2409231466972,10000000.0,1100000.0,15400000.0,8200000.0,0
2,1,1,6000000.0,12600000.0,16,649.0,4800000.0,5300000.0,23900000.0,5100000.0,0
0,0,0,2900000.0,9800000.0,16,395.0,5400000.0,4300000.0,8600000.0,2400000.0,1
0,0,0,6500000.0,24100000.0,20,488.0,3300000.0,6000000.0,22900000.0,9700000.0,1
1,0,1,5017548.63867319,15103942.680813534,8,569.0,7084793.369833866,200000.0,14636888.864909275,4668291.77566007,0
1,1,0,8400000.0,24600000.0,14,817.0,1800000.0,13100000.0,31300000.0,8200000.0,0
1,0,1,6100000.0,17800000.0,20,706.0,16000000.0,10900000.0,16900000.0,4300000.0,0
2,0,1,8000000.0,23562109.380301267,8,553.0,6800000.0,3500000.0,21000000.0,10300000.0,0
5,1,1,900000.0,1800000.0,14,464.0,2300000.0,300000.0,2976494.9962497023,700000.0,1
2,0,0,7300000.0,20000000.0,6,729.0,13100000.0,10700000.0,17900000.0,9100000.0,0
4,1,1,3700000.0,7400000.0,12,363.0,4800000.0,6800000.0,10500000.0,4400000.0,1
2,0,0,5200000.0,17200000.0,12,565.0,3500000.0,1300000.0,20000000.0,6300000.0,0
1,0,0,7200000.0,21000000.0,14,421.0,3500000.0,11600000.0,21800000.0,4600000.0,1
0,1,1,9400000.0,27383271.843665116,10,512.0,13100000.0,8228927.399841227,27621212.230424237,6300000.0,1
3,1,1,3400000.0,12400000.0,2,730.0,2500000.0,3900000.0,12200000.0,4600000.0,0
0,0,0,600000.0,2300000.0,8,627.0,1800000.0,500000.0,2200000.0,763859.6999896562,0
0,1,1,3300000.0,10000000.0,16,434.0,3000000.0,4100000.0,12900000.0,4100000.0,1
2,0,1,5900000.0,14300000.0,2,410.0,11900000.0,4400000.0,16900000.0,4100000.0,1
3,1,0,1300000.0,3600000.0,16,624.0,2400000.0,2300000.0,3300000.0,1900000.0,0
4,0,1,5700000.0,16900000.0,4,656.0,13000000.0,7400000.0,22000000.0,8400000.0,0
2,1,0,7700000.0,27300000.0,16,758.0,7300000.0,4600000.0,24800000.0,9100000.0,0
4,1,1,7000000.0,23500000.0,18,336.0,15000000.0,9500000.0,19700000.0,7800000.0,1
5,0,0,8100000.0,21900000.0,18,378.0,5200000.0,3400000.0,16200000.0,9600000.0,1
1,0,1,1900000.0,4200000.0,4,620.0,4700000.0,2800000.0,7500000.0,900000.0,0
2,0,0,4500000.0,9100000.0,18,593.0,5766911.863778845,600000.0,12400000.0,2500000.0,0
0,1,1,4966622.710592439,15152205.442961125,12,710.0,6719790.811700291,10300000.0,15445132.625792308,7800000.0,0
1,1,1,5400000.0,20700000.0,8,753.0,1900000.0,800000.0,19000000.0,3600000.0,0
1,1,1,7800000.0,27200000.0,16,454.0,16100000.0,3400000.0,17100000.0,7376033.5601432165,1
1,0,1,8200000.0,19100000.0,8,619.0,17200000.0,12200000.0,23845474.3059228,6600000.0,0
2,0,0,8900000.0,28500000.0,6,367.0,12242311.459213257,8082162.049293382,21500000.0,9300000.0,1
1,0,0,1400000.0,3100000.0,20,384.0,2544633.2630559043,1200000.0,4200000.0,1800000.0,1
2,0,0,1700000.0,5900000.0,16,610.0,3100000.0,300000.0,3700000.0,1300000.0,0
0,0,0,5300000.0,19500000.0,12,802.0,9800000.0,3300000.0,15200000.0,3200000.0,0
3,0,0,6500000.0,25200000.0,10,858.0,15400000.0,10900000.0,14000000.0,8100000.0,0
2,0,0,5900000.0,14000000.0,8,599.0,4700000.0,9500000.0,17800000.0,6700000.0,0
4,0,1,5082562.130866726,27000000.0,2,395.0,18700000.0,3000000.0,23000000.0,9700000.0,1
3,0,1,7700000.0,16200000.0,6,380.0,11500000.0,6294828.170738157,22500000.0,6400000.0,1
1,0,0,7900000.0,27100000.0,10,803.0,20000000.0,9800000.0,22200000.0,6600000.0,0
4,0,0,3500000.0,8900000.0,20,809.0,7100000.0,1500000.0,13700000.0,3200000.0,0
4,1,0,2400000.0,6600000.0,2,722.0,6100000.0,3300000.0,5600000.0,3000000.0,0
5,0,0,5100505.159056004,14999639.133465953,10,392.0,7900000.0,4300000.0,15402122.43329514,4969311.29585331,1
0,0,0,3900000.0,14500000.0,8,545.0,5900000.0,3000000.0,10300000.0,3400000.0,1
2,1,1,7300000.0,28500000.0,10,799.0,10470173.970793843,3100000.0,15800000.0,4300000.0,0
0,0,1,6400000.0,21900000.0,12,727.0,15400000.0,10100000.0,24000000.0,5300000.0,0
4,0,0,7100000.0,19800000.0,18,530.0,7100000.0,3400000.0,20900000.0,7100000.0,1
2,1,0,8800000.0,19000000.0,14,637.0,13700000.0,13900000.0,27100000.0,6100000.0,0
5,0,0,7400000.0,21000000.0,4,561.0,9950489.695632387,3800000.0,26400000.0,3900000.0,0
2,1,0,4400000.0,12000000.0,20,421.0,9300000.0,2700000.0,15700000.0,3400000.0,1
3,0,1,8600000.0,30300000.0,14,459.0,12000000.0,4100000.0,23800000.0,9100000.0,1
3,1,0,6900000.0,26000000.0,14,828.0,14800000.0,4200000.0,18500000.0,3600000.0,0
4,0,0,5050352.336527708,27500000.0,20,679.0,8666012.563107183,7500000.0,18243918.893254373,6300000.0,0
2,0,1,8100000.0,25700000.0,8,455.0,11254409.281281974,11500000.0,19800000.0,9500000.0,1
0,1,0,2600000.0,9400000.0,18,712.5305066264383,2800000.0,1400000.0,5100000.0,2300000.0,0
3,0,1,9300000.0,26100000.0,14,636.0,4700000.0,7450008.796824414,26644688.51796402,8505635.989106458,0
2,1,1,2100000.0,5600000.0,16,426.0,400000.0,300000.0,7100000.0,1200000.0,1
4,1,1,9000000.0,21500000.0,14,508.0,16600000.0,7811268.3644323815,24300000.0,8115879.606514795,1
3,1,1,7000000.0,19200000.0,4,768.0,8600000.0,13700000.0,19200000.0,7700000.0,0
3,1,0,2200000.0,6400000.0,20,667.0,6300000.0,3900000.0,8300000.0,2900000.0,0
5,0,1,7500000.0,28200000.0,2,440.0,8200000.0,5800000.0,24400000.0,6000000.0,0
1,0,1,8300000.0,16800000.0,2,366.0,10283117.510348182,6600000.0,27300000.0,4500000.0,1
2,1,0,5036231.6020037085,14938996.092697939,2,383.0,600000.0,300000.0,14368602.052594556,4503285.931433989,1
0,1,1,4968135.751286133,15092252.342513366,4,603.0,800000.0,200000.0,14114672.753037168,4453479.694836107,0
3,0,0,3900000.0,14900000.0,4,728.0,4700000.0,4000000.0,14900000.0,5500000.0,0
0,1,0,6600000.0,20300000.0,6,549.0,10800000.0,900000.0,23100000.0,9800000.0,1
0,0,0,4100000.0,10700000.0,8,855.0,11500000.0,700000.0,11200000.0,3100000.0,0
5,0,1,1800000.0,5300000.0,12,461.0,2800000.0,2000000.0,4700000.0,2000000.0,1
3,1,1,7000000.0,16100000.0,16,379.0,2000000.0,5200000.0,23000000.0,10000000.0,1
2,1,1,5100000.0,13700000.0,6,559.0,7800000.0,9800000.0,12700000.0,5100000.0,0
1,1,1,4975187.82594533,15131716.968859227,8,816.0,600000.0,300000.0,14085032.443872154,4545297.935536479,0
4,1,1,4300000.0,11400000.0,2,560.0,10000000.0,3900000.0,8900000.0,3300000.0,0
0,0,1,3200000.0,12000000.0,14,645.0,5200000.0,1400000.0,12100000.0,3400000.0,0
4,1,1,4200000.0,11500000.0,6,551.0,10600000.0,7600000.0,11300000.0,5000000.0,0
0,1,1,5007832.157594423,22900000.0,8,515.0,4300000.0,4953405.270943502,16817720.765094735,7800000.0,1
4,0,0,1300000.0,3600000.0,10,657.0,3200000.0,1900000.0,2900000.0,1100000.0,0
3,1,0,2400000.0,9300000.0,2,682.0,3100000.0,4400000.0,5200000.0,1500000.0,0
0,0,0,600000.0,2625302.0847967155,10,588.0,1600000.0,1164978.2492362596,2477894.461516411,820779.5872915257,0
5,0,1,5088857.685179075,14927083.430543827,10,359.0,2100000.0,13600000.0,16249977.334645124,9400000.0,1
0,0,0,5022144.037890924,15137033.757389802,4,766.0,900000.0,300000.0,14284708.314311327,4535648.488091151,0
4,0,0,5900000.0,19900000.0,14,469.0,14200000.0,6800000.0,22100000.0,3200000.0,1
0,0,1,700000.0,2869851.2243708535,10,618.0,1300000.0,200000.0,2701930.368901644,500000.0,0
0,1,1,8600000.0,17700000.0,20,711.0,10055155.016671833,6958757.195784781,30800000.0,7400000.0,0
0,0,1,9000000.0,26395597.467891894,4,549.0,2000000.0,8900000.0,20000000.0,7922098.897962528,0
3,0,1,5100000.0,20400000.0,6,754.0,1700000.0,2600000.0,11800000.0,7600000.0,0
4,1,1,5039444.797792018,14915393.092243657,6,461.0,1300000.0,500000.0,14485799.832456108,4641988.723254131,1
2,0,0,1600000.0,3800000.0,10,837.0,3800000.0,1100000.0,5500000.0,1600000.0,0
0,0,1,5049058.189802013,23900000.0,14,459.0,1000000.0,13400000.0,21100000.0,7200000.0,1
4,0,0,7800000.0,29700000.0,20,614.0,11279951.795996543,700000.0,26800000.0,6300000.0,0
4,1,0,6500000.0,24000000.0,16,373.0,5600000.0,5100000.0,15600000.0,6700000.0,1
5,0,1,7500000.0,26500000.0,12,512.0,16500000.0,2900000.0,23700000.0,6000000.0,1
4,0,1,8900000.0,23400000.0,18,781.0,16500000.0,3100000.0,24900000.0,5800000.0,0
4,0,1,1800000.0,5800000.0,14,448.3962423065325,600000.0,3300000.0,3600000.0,2000000.0,1
1,1,1,7600000.0,27800000.0,6,447.0,1300000.0,700000.0,20100000.0,10900000.0,1
4,0,1,1200000.0,4600000.0,6,757.0,1900000.0,200000.0,4800000.0,1500000.0,0
5,0,1,2700000.0,10400000.0,2,723.0,2800000.0,700000.0,10300000.0,1400000.0,0
1,1,1,4600000.0,10900000.0,12,463.0,1200000.0,1200000.0,10900000.0,6600000.0,1
2,1,0,6900000.0,18700000.0,10,699.0,12800000.0,5700000.0,21200000.0,5200000.0,0
